"","id","GR19-MIT5","IS19-13","IS19-14","domain","major_clade","kingdom","phylum","class","order","family","genus"
"1400","NTU1400",37,11,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus"
"1401","NTU1401",33,17,7,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1402","NTU1402",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1403","NTU1403",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1404","NTU1404",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1405","NTU1405",1954,13,7,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1406","NTU1406",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1407","NTU1407",1164,16,11,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1408","NTU1408",1619,141,31,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1409","NTU1409",61,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"1410","NTU1410",244,49,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma"
"1411","NTU1411",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma"
"1412","NTU1412",66,50,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma"
"1413","NTU1413",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma"
"1414","NTU1414",86,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisphaera"
"1415","NTU1415",76,54,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisphaera"
"1416","NTU1416",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisphaera"
"1417","NTU1417",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella"
"1418","NTU1418",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella"
"1419","NTU1419",98,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella"
"1420","NTU1420",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella"
"1421","NTU1421",17,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Ameyamaea"
"1422","NTU1422",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia"
"1423","NTU1423",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Bombella"
"1424","NTU1424",17,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Endobacter"
"1425","NTU1425",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Endobacter"
"1426","NTU1426",19,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Endobacter"
"1427","NTU1427",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter"
"1428","NTU1428",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter"
"1429","NTU1429",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter"
"1430","NTU1430",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Granulibacter"
"1431","NTU1431",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Komagataeibacter"
"1432","NTU1432",40,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Komagataeibacter"
"1433","NTU1433",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Komagataeibacter"
"1434","NTU1434",19,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Komagataeibacter"
"1435","NTU1435",10,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Kozakia"
"1436","NTU1436",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila"
"1437","NTU1437",30,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila"
"1438","NTU1438",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila"
"1439","NTU1439",34,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius"
"1440","NTU1440",7,3,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"1441","NTU1441",199,47,14,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"1442","NTU1442",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"1443","NTU1443",95,2013,943,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"1444","NTU1444",67,1453,146,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"1445","NTU1445",66,3,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"1446","NTU1446",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"1447","NTU1447",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"1448","NTU1448",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"1449","NTU1449",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"1450","NTU1450",49,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"1451","NTU1451",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1452","NTU1452",10,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1453","NTU1453",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1454","NTU1454",23,9,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1455","NTU1455",0,3,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1456","NTU1456",810,850,105,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1457","NTU1457",8,6,6,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1458","NTU1458",55,48,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1459","NTU1459",7,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1460","NTU1460",1010,3,28,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1461","NTU1461",10040,18934,1760,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1462","NTU1462",63,90,14,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1463","NTU1463",21,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1464","NTU1464",50,31,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae family"
"1465","NTU1465",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caedibacterales","Caedibacteraceae","Caedibacter"
"1466","NTU1466",2,7,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"1467","NTU1467",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"1468","NTU1468",0,10,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"1469","NTU1469",0,5,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"1470","NTU1470",2,4,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"1471","NTU1471",0,5,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"1472","NTU1472",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"1473","NTU1473",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"1474","NTU1474",0,7,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"1475","NTU1475",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae family"
"1476","NTU1476",0,9,11,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae family"
"1477","NTU1477",0,31,8,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae family"
"1478","NTU1478",0,14,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae family"
"1479","NTU1479",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccales order","Defluviicoccales order"
"1480","NTU1480",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccales order","Defluviicoccales order"
"1481","NTU1481",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"1482","NTU1482",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Elsterales","Elsterales order","Elsterales order"
"1483","NTU1483",0,6,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Elsterales","Elsterales order","Elsterales order"
"1484","NTU1484",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Elsterales","Elsterales order","Elsterales order"
"1485","NTU1485",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Elsterales","Elsterales order","Elsterales order"
"1486","NTU1486",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Elsterales","Elsterales order","Elsterales order"
"1487","NTU1487",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae","Fodinicurvataceae family"
"1488","NTU1488",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniellaceae family"
"1489","NTU1489",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadales order","Kordiimonadales order"
"1490","NTU1490",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Paracaedibacter"
"1491","NTU1491",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"1492","NTU1492",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"1493","NTU1493",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","28-YEA-48"
"1494","NTU1494",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI cluster"
"1495","NTU1495",12,0,21,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI cluster"
"1496","NTU1496",16,0,7,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI cluster"
"1497","NTU1497",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"1498","NTU1498",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"1499","NTU1499",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"1500","NTU1500",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"1501","NTU1501",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocapsa"
"1502","NTU1502",0,4,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula"
"1503","NTU1503",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula"
"1504","NTU1504",8,0,5,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula"
"1505","NTU1505",1,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula"
"1506","NTU1506",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"1507","NTU1507",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus"
"1508","NTU1508",13,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus"
"1509","NTU1509",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckiaceae family"
"1510","NTU1510",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckiaceae family"
"1511","NTU1511",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","D05-2","D05-2 family"
"1512","NTU1512",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"1513","NTU1513",24,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosiaceae family"
"1514","NTU1514",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"1515","NTU1515",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys"
"1516","NTU1516",0,2,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"1517","NTU1517",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"1518","NTU1518",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"1519","NTU1519",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"1520","NTU1520",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"1521","NTU1521",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Rhizobiales Incertae Sedis family"
"1522","NTU1522",0,0,8,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Rhizobiales Incertae Sedis family"
"1523","NTU1523",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"1524","NTU1524",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"1525","NTU1525",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"1526","NTU1526",0,0,7,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1527","NTU1527",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1528","NTU1528",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1529","NTU1529",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1530","NTU1530",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1531","NTU1531",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1532","NTU1532",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1533","NTU1533",8,4,14,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1534","NTU1534",1,0,1,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1535","NTU1535",2,0,6,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"1536","NTU1536",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"1537","NTU1537",22,29,5,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga"
"1538","NTU1538",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae family"
"1539","NTU1539",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae family"
"1540","NTU1540",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae family"
"1541","NTU1541",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","bac2nit3","bac2nit3 family"
"1542","NTU1542",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1543","NTU1543",28,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1544","NTU1544",51,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1545","NTU1545",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1546","NTU1546",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1547","NTU1547",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1548","NTU1548",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1549","NTU1549",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1550","NTU1550",22,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1551","NTU1551",0,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1552","NTU1552",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1553","NTU1553",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1554","NTU1554",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1555","NTU1555",2417,4,2,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1556","NTU1556",91,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria family"
"1557","NTU1557",11,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Arcanobacter"
"1558","NTU1558",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira"
"1559","NTU1559",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira"
"1560","NTU1560",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Trichorickettsia"
"1561","NTU1561",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
